surface	gold_lemma	gold_asp	gold_ten	gold_mood	gold_gen	gold_num	gold_per	vtype	confidence	cpos	failure_type	n_predicted	pred_lemmas	file	line_no
बन	बन				M	P		unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	32
थे	था		past		M	P		unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	56
ढक	ढक					S		unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	62
खोई	खो	perfective			F	S	3	participle	low	VM	wrong_features	1	खो	file-doli_banaam_arthi.dat	68
खाये	खा	perfective			F	S	3	finite	low	VM	wrong_features	2	खा|खाय	file-doli_banaam_arthi.dat	73
रोकना	रोक				M	S	3	participle	low	VM	wrong_features	2	रोक|रोकन	file-doli_banaam_arthi.dat	82
पड़ी	पड	perfective			F	S	3	participle	low	VM	wrong_lemma	1	पड़	file-doli_banaam_arthi.dat	89
बजाते	बजा	imperfective			M	S		participle	low	VM	wrong_features	2	बजा|बजात	file-doli_banaam_arthi.dat	95
आ	आ					S		unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	96
देखकर	देख							unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	106
है	है		present			S	3	unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	112
आ	आ					S		unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	116
आ	आ					S	2	unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	122
देख	देख				F	S		unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	126
उड़कर	उड							unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	131
बजा	बजा				M	S	1	participle	low	VM	wrong_lemma	1	बज	file-doli_banaam_arthi.dat	144
सुन	सुन				F	S	2	unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	148
कह	कह				F	S	2	unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	150
आ	आ					S	2	unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	152
है	है		present			S	3	unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	156
है	है		present			S	3	unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	161
छोड़ो	छोड			imperative		S	2	finite	low	VM	wrong_lemma	1	छोड़	file-doli_banaam_arthi.dat	166
समझो	समझ			imperative		S	2	finite	low	VM	wrong_features	1	समझ	file-doli_banaam_arthi.dat	175
हो	हो					S		unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	177
हो	हो					S		unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	186
होकर	हो							unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	198
फेंक	फेंक				M	S	3	unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	202
है	है		present			S	3	unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	207
निभा	निभा				M	S	3	participle	low	VM	wrong_lemma	1	निभ	file-doli_banaam_arthi.dat	215
समझता	समझ	imperfective			M	S	3	participle	low	VM	wrong_features	2	समझ|समझत	file-doli_banaam_arthi.dat	221
कर	कर				M	S	1	unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	231
छू	छू					P		unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	238
छलक	छलक					P		unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	244
थी	था		past		F	S		unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	249
हो	हो					S		unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	256
हो	हो					S		unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	268
लाओ	ला			imperative		S	2	finite	low	VM	wrong_features	1	ला	file-doli_banaam_arthi.dat	280
लाती	ला	imperfective			F	S	1	participle	low	VM	wrong_features	2	ला|लात	file-doli_banaam_arthi.dat	285
चढ़ाकर	चढा							unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	295
लाती	ला	imperfective			F	S	1	participle	low	VM	wrong_features	2	ला|लात	file-doli_banaam_arthi.dat	296
खाकर	खा							unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	301
लो	ले			imperative		S	2	irregular	high	VM	wrong_features	1	ले	file-doli_banaam_arthi.dat	312
पिओ	पी			imperative		S	2	finite	low	VM	wrong_lemma	1	पि	file-doli_banaam_arthi.dat	314
कर	कर				F	S	1	unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	319
रहेगा	रह		future		M	S	3	finite	medium	VM	wrong_features	2	रह|रहेग	file-doli_banaam_arthi.dat	326
देख	देख				M	S	2	unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	333
है	है		present			S	3	unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	341
है	है		present			S	3	unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	345
हैं	है		present			P	3	unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	348
पढ़ा	पढ	perfective			M	S	3	participle	low	VM	wrong_lemma	1	पढ़	file-doli_banaam_arthi.dat	353
कर	कर				M	S	3	unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	357
करेगी	कर		future		F	S	3	finite	medium	VM	wrong_features	2	कर|करेग	file-doli_banaam_arthi.dat	362
करे	कर			subjunctive		S	3	participle	low	VM	wrong_features	1	कर	file-doli_banaam_arthi.dat	369
है	है		present			S	3	unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	371
बताओ	बता			imperative		S	2	finite	low	VM	wrong_features	1	बता	file-doli_banaam_arthi.dat	376
आ	आ				M	S	3	unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	382
NULL	null							unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	387
कर	कर							unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	392
आये	आ	perfective			M	S	2	participle	low	VM	wrong_lemma	1	आय	file-doli_banaam_arthi.dat	393
समझता	समझ	imperfective			M	S	1	participle	low	VM	wrong_features	2	समझ|समझत	file-doli_banaam_arthi.dat	403
कर	कर							unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	409
आया	आ	perfective			M	S	1	participle	low	VM	wrong_lemma	1	आय	file-doli_banaam_arthi.dat	410
है	है		present			S	3	unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	413
खटक	खटक				F	S	3	unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	415
है	है		present			S	3	unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	428
होगी	हो		future		F	S	3	participle	low	VM	wrong_lemma	1	होग	file-doli_banaam_arthi.dat	438
चलेगा	चल		future		M	S	3	finite	medium	VM	wrong_features	2	चल|चलेग	file-doli_banaam_arthi.dat	440
है	है		present			S	3	unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	445
कर	कर					S		unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	450
है	है		present			S	3	unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	458
मिल	मिल				F	S	3	unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	464
है	है		present			S	3	unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	468
NULL	null							unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	474
कमा	कमा				M	P	3	participle	low	VM	wrong_lemma	1	कम	file-doli_banaam_arthi.dat	480
करती	कर	imperfective			F	S	3	participle	low	VM	wrong_features	2	कर|करत	file-doli_banaam_arthi.dat	486
NULL	null							unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	491
होगी	हो		future		F	S	3	participle	low	VM	wrong_lemma	1	होग	file-doli_banaam_arthi.dat	496
कट	कट					S	3	unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	502
चाहिये	चाहिये							finite	medium	VM	wrong_lemma	3	चाह|चाहि|चाहिय	file-doli_banaam_arthi.dat	509
है	है		present			S	3	unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	514
देख	देख				F	S	2	unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	517
छोड़कर	छोड							unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	520
फेंक	फेंक				M	S	3	unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	522
पड़ती	पड	imperfective			F	S		participle	low	VM	wrong_lemma	2	पड़|पड़त	file-doli_banaam_arthi.dat	535
भटक	भटक				M	S	1	unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	543
सुधर	सुधर				F	S	3	unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	550
बेच	बेच				M	P	3	unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	555
है	है		present			S	3	unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	563
हो	हो				M	S	3	unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	570
बिताये	बिता			subjunctive		S	3	finite	low	VM	wrong_features	2	बिता|बिताय	file-doli_banaam_arthi.dat	579
हो	हो				F	S	3	unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	586
है	है		present			S	3	unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	592
है	है		present			S	3	unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	596
लगता	लग	imperfective			M	S	3	participle	low	VM	wrong_features	2	लग|लगत	file-doli_banaam_arthi.dat	600
चलेगी	चल		future		F	S	3	finite	medium	VM	wrong_features	2	चल|चलेग	file-doli_banaam_arthi.dat	606
है	है		present			S	3	unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	614
होगा	हो		future		M	S	3	participle	low	VM	wrong_lemma	1	होग	file-doli_banaam_arthi.dat	619
करने	कर					S	3	participle	low	VM	wrong_features	2	कर|करन	file-doli_banaam_arthi.dat	624
कर	कर							unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	627
है	है		present			S	3	unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	636
फेंकना	फेंक				M	S	3	participle	low	VM	wrong_features	2	फेंक|फेंकन	file-doli_banaam_arthi.dat	640
करके	कर							participle	low	VM	wrong_lemma	1	करक	file-doli_banaam_arthi.dat	646
दिया	दे	perfective			M	S	1	irregular	high	VM	wrong_features	5	दे|दी|दे|दि|दिय	file-doli_banaam_arthi.dat	658
करवा	करा					S	3	participle	low	VM	wrong_lemma	1	करव	file-doli_banaam_arthi.dat	662
हो	हो				F	S	3	unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	666
टिकी	टिक	perfective			F	S	3	participle	low	VM	wrong_features	1	टिक	file-doli_banaam_arthi.dat	673
है	है		present			S	3	unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	678
रहेगी	रह		future		F	S	3	finite	medium	VM	wrong_features	2	रह|रहेग	file-doli_banaam_arthi.dat	684
आ	आ				M	S	3	unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	693
है	है		present			S	3	unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	697
समझ	समझ					S	2	unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	704
काटेगा	काट		future		M	S	3	finite	medium	VM	wrong_features	2	काट|काटेग	file-doli_banaam_arthi.dat	712
काटेगें	काट		future		M	S	3	finite	low	VM	wrong_lemma	1	काटेग	file-doli_banaam_arthi.dat	718
देख	देख					S	2	unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	722
दे	दे				M	S	1	unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	733
कह	कह				F	S		unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	736
कर	कर					S	1	unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	739
ले	ले							unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	749
दिखा	दिखा	perfective			M			participle	low	VM	wrong_lemma	1	दिख	file-doli_banaam_arthi.dat	751
करवाने	करा					S		participle	low	VM	wrong_lemma	2	करवा|करवान	file-doli_banaam_arthi.dat	767
करती	कर	imperfective			F	S	2	participle	low	VM	wrong_features	2	कर|करत	file-doli_banaam_arthi.dat	769
लेकर	ले							unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	773
होगा	हो		future		M	S	3	participle	low	VM	wrong_lemma	1	होग	file-doli_banaam_arthi.dat	778
NULL	null							unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	781
मान	मान					S	3	unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	794
चलती	चल	imperfective			F	S	3	participle	low	VM	wrong_features	2	चल|चलत	file-doli_banaam_arthi.dat	805
लेते	ले	imperfective			M	S		participle	low	VM	wrong_features	2	ले|लेत	file-doli_banaam_arthi.dat	809
मुक़र	मुकर				M	P	3	unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	810
सेंकने	सेंक				M	P	3	participle	low	VM	wrong_features	2	सेंक|सेंकन	file-doli_banaam_arthi.dat	815
बता	बता					S	2	participle	low	VM	wrong_lemma	1	बत	file-doli_banaam_arthi.dat	822
लिखा	लिखा					P		participle	low	VM	wrong_lemma	1	लिख	file-doli_banaam_arthi.dat	839
हो	हो					S		unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	857
हो	हो					S		unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	867
है	है		present			S	3	unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	872
बने	बन			subjunctive		S	3	participle	low	VM	wrong_features	1	बन	file-doli_banaam_arthi.dat	876
जाने	जान			subjunctive	M	S	3	participle	low	VM	wrong_features	2	जा|जान	file-doli_banaam_arthi.dat	880
करना	कर				M	S	3	participle	low	VM	wrong_features	2	कर|करन	file-doli_banaam_arthi.dat	890
थक	थक				M	S	2	unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	898
करो	कर			imperative		S	2	finite	low	VM	wrong_features	1	कर	file-doli_banaam_arthi.dat	901
आ	आ					S		unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	905
दूँ	दे					S	1	unknown	none	VAUX	no_analysis	0		file-doli_banaam_arthi.dat	909
होगा	हो		future		M	S	3	participle	low	VM	wrong_lemma	1	होग	file-doli_banaam_arthi.dat	915
मिलेगा	मिल		future		M	S	3	finite	medium	VM	wrong_features	2	मिल|मिलेग	file-doli_banaam_arthi.dat	918
है	है		present			S	3	unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	925
हैं	है		present			P	3	unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	929
परोस	परोस							unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	946
खायीं	खा	perfective			F	S	3	participle	medium	VM	wrong_features	2	खा|खाय	file-doli_banaam_arthi.dat	949
खा	खा				M	S		unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	953
खाने	खा					S	3	participle	low	VM	wrong_features	2	खा|खान	file-doli_banaam_arthi.dat	957
बदलने	बदल					S	3	participle	low	VM	wrong_features	2	बदल|बदलन	file-doli_banaam_arthi.dat	967
चिल्ला	चिल्ला							participle	low	VM	wrong_lemma	1	चिल्ल	file-doli_banaam_arthi.dat	974
दौड़ी	दौड	perfective			F	S		participle	low	VM	wrong_lemma	1	दौड़	file-doli_banaam_arthi.dat	979
लगाकर	लगा							unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	985
पाकर	पा							unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	990
आ	आ					S		unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	992
देखकर	देख							unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	996
रह	रह					S		unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	998
करके	कर							participle	low	VM	wrong_lemma	1	करक	file-doli_banaam_arthi.dat	1002
हो	हो					S		unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	1008
लेकर	ले							unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	1011
रो	रो							unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	1012
हो	है			imperative		S	2	unknown	none	VAUX	no_analysis	0		file-doli_banaam_arthi.dat	1014
देखी	देख	perfective			F	S	1	participle	low	VM	wrong_features	1	देख	file-doli_banaam_arthi.dat	1020
होता	हो	imperfective			M	S	3	participle	low	VM	wrong_features	2	हो|होत	file-doli_banaam_arthi.dat	1029
देखकर	देख							unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	1033
कर	कर				F	S	2	unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	1036
लगाकर	लगा							unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	1046
रो	रो				F	S	2	unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	1047
हो	हो					S		unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	1059
है	है		present			S	3	unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	1067
होगा	हो		future		M	S	3	participle	low	VM	wrong_lemma	1	होग	file-doli_banaam_arthi.dat	1070
सुनो	सुन			imperative		S	2	finite	low	VM	wrong_features	1	सुन	file-doli_banaam_arthi.dat	1075
है	है		present			S	3	unknown	none	VM	no_analysis	0		file-doli_banaam_arthi.dat	1081
सुनाओ	सुना			imperative		S	2	finite	low	VM	wrong_features	1	सुना	file-doli_banaam_arthi.dat	1083
