word	paradigm_class	confidence
अध्यायी	M3	certain
अध्यारूढ	M2	certain
अध्यारोप	M2	certain
अध्यारोपण	M2	certain
अध्यास	M2	certain
अध्यासन	M2	certain
अध्याहार	M2	certain
अध्येता	M1	certain
अध्वगा	F2	certain
अध्वगामी	M3	certain
अध्वजा	F2	certain
अध्वनिवेश	M2	certain
अध्वपति	M3	certain
अध्वर	M2	certain
अध्वर्यु	M4	certain
अनंग	M2	certain
अनंगवती	F1	certain
अनंगी	M3	certain
अनंजन	M2	certain
अनंतकाय	M2	certain
अनंतचतुर्दशी	F1	certain
अनंतजित्	M2	certain
अनंतटंक	M2	certain
अनंततीर्थक्र्‍त	M2	certain
अनंतदर्शन	M2	certain
अनंतदेव	M2	certain
अनंतद्र्‍ष्टि	M3	certain
अनंतनाथ	M2	certain
अनंतमूल	M2	certain
अनंतराशि	F4	certain
अनंतरूप	M2	certain
अनंतविजय	M2	certain
अनंतशक्ति	M3	certain
अनंतशीर्ष	M2	certain
अनंद	M2	certain
अनक्षर	M2	certain
अनख	M2	certain
अनखा	M1	heuristic
अनग्नि	M3	certain
अनड्वान्	M2	certain
अनति	F4	certain
अनतिक्रमण	F3	certain
अनदेखी	F1	certain
अनधिकार	F3	certain
अनधिकारिता	M1	certain
अनधिष्ठान	M2	certain
अनध्ययन	M2	certain
अनध्यवसाय	M2	certain
अनध्याय	M2	certain
अनन	M2	certain
अननुकूलता	M1	certain
अननुज्ञा	M1	certain
अननुपालन	M2	certain
अननुभाषण	M2	certain
अननुमति	F4	certain
अननुमोदन	M2	certain
अनन्नास	M2	certain
अनन्यता	F2	certain
अनन्यदेव	M2	certain
अनन्यद्र्‍ष्टि	F4	certain
अनन्यपूर्व	M2	certain
अनन्यपूर्वा	F2	certain
अनन्यभाव	M2	certain
अनन्यव्र्‍त्ति	M3	certain
अनन्याधिकार	M2	certain
अनन्याश्रित	M2	certain
अनन्वय	M2	certain
अनपकर्ष	M2	certain
अनपकार	M2	certain
अनपच	M2	certain
अनपभ्रंश	M2	certain
अनपराधी	F1	certain
अनपेक्षा	F2	certain
अनपढ़ता	M1	certain
अनबन	M2	certain
अनब्याहा	M1	certain
अनभल	M2	certain
अनभला	M1	certain
अनभिज्ञता	M1	certain
अनभिमान	F3	certain
अनभिसंधान	M2	certain
अनभ्यास	M2	certain
अनमन	M2	certain
अनमनापन	M2	certain
अनय	M2	certain
अनरसा	M1	heuristic
अनरीति	F4	certain
अनरुचि	F4	certain
अनर्कचतुर्दर्शी	M3	certain
अनर्थ	M2	certain
अनर्थदर्शी	M3	certain
अनर्थनाशी	M3	certain
अनर्थबुद्धि	M3	certain
अनर्हता	F2	certain
अनर्हीकरण	M2	certain
अनल	M2	certain
अनलचूर्ण	M2	certain
अनलपंख	M2	certain
अनलप्रिया	F2	certain
अनवधान	M2	certain
अनवधानता	F2	certain
अनवन	M2	certain
अनवरतता	M1	heuristic
अनवरोध	M2	certain
अनवसर	M2	certain
अनवस्था	F2	certain
अनवस्थान	M2	certain
अनवस्थिति	F4	certain
अनवाप्ति	F4	certain
अनशन	M2	certain
अनसुया	M1	heuristic
अनसूया	F2	certain
अनहंकार	M2	certain
अनहित	M2	certain
अनहोनी	F1	certain
अनाकर्षण	M2	certain
अनाकांक्षा	F2	certain
अनाकानी	F1	certain
अनाकुलता	M1	certain
अनाक्रमण	M2	certain
अनागम	M2	certain
अनाचरण	M2	certain
अनाचार	M2	certain
अनाच्छादन	F3	certain
अनाज	M2	certain
अनाडी	M3	certain
अनात्मवान्	M2	certain
अनाथ	M2	certain
अनाथसभा	F2	certain
अनाथालय	M2	certain
अनाथाश्रम	M2	certain
अनादर	M2	certain
अनादरण	M2	certain
अनादेश	M2	certain
अनाप	F3	certain
अनामा	F2	certain
अनामिका	F2	certain
अनायासिक_विजय	F3	certain
अनार	M2	certain
अनारंभ	M2	certain
अनारदाना	M1	certain
अनारी	M3	certain
अनार्जव	M2	certain
अनार्द्रता	M1	certain
अनार्य	M2	certain
अनालंबी	M3	certain
अनालम्बी	M3	certain
अनावरण	M2	certain
अनावश्यकता	F2	certain
अनावृष्टि	F4	certain
अनाव्र्‍त्ति	F4	certain
अनाव्र्‍ष्टि	F4	certain
अनासक्ति	F4	certain
अनास्था	F2	certain
अनाहार	M2	certain
अनाड़ी	M3	certain
अनाड़ीपन	M2	certain
अनिकटता	M1	certain
अनिग्रह	M2	certain
अनिच्छा	F2	certain
अनिद्रा	F2	certain
अनिपुणता	M1	certain
अनियंत्रण	F3	certain
अनियम	M2	certain
अनियमितता	F2	certain
अनियोग	M2	certain
अनियोजित	F3	certain
अनिराकरण	M2	certain
अनिरुद्ध	F3	certain
अनिर्णय	M2	certain
अनिर्देश	M2	certain
अनिर्वाण	M2	certain
अनिर्वाह	M2	certain
अनिर्वेद	M2	certain
अनिल	M2	certain
अनिवार्य	M2	certain
अनिश्चय	F3	certain
अनिष्ट	M2	certain
अनिष्टग्रह	M2	certain
अनिष्टफल	M2	certain
अनिष्टशंका	F2	certain
अनिष्टापादन	M2	certain
अनिष्टाप्ति	F4	certain
अनी	F1	heuristic
अनीक	M2	certain
अनीत	F3	certain
अनीति	F4	certain
अनीश्वरवाद	F3	certain
अनीश्वरवादी	M3	certain
अनुकंपन	M2	certain
अनुकंपा	F2	certain
अनुकथन	M2	certain
अनुकरण	M2	certain
अनुकर्ता	M1	certain
अनुकर्ष	M2	certain
अनुकर्षण	M2	certain
अनुकल्प	M2	certain
अनुकांक्षा	F2	certain
अनुकूलता	M1	certain
अनुकूलन	M2	certain
अनुकूला	F2	certain
अनुकूलीकरण	M2	certain
अनुकृति	F4	certain
अनुक्ति	F4	certain
अनुक्रम	M2	certain
अनुक्रमण	M2	certain
अनुक्रमणिका	F2	certain
अनुक्रमणी	F1	certain
अनुक्रमहीनता	F2	certain
अनुक्र्‍ति	F4	certain
अनुख्याता	M1	certain
अनुख्याति	F4	certain
अनुगम	M2	certain
अनुगमन	M2	certain
अनुगायन	M2	certain
अनुग्रह	M2	certain
अनुग्रहकाल	M2	certain
अनुग्रहधन	M2	certain
अनुचर	M2	certain
अनुचरी	F1	heuristic
अनुचारी	M3	certain
अनुचिंतन	M2	certain
अनुचित	F3	certain
अनुच्छेद	M2	certain
अनुज	M2	certain
अनुजा	F2	certain
अनुजात	M2	certain
अनुजाता	F2	certain
अनुजीवी	M3	certain
अनुज्ञप्ति	F4	certain
अनुज्ञा	F2	certain
अनुज्ञाधारी	M3	certain
अनुज्ञान	F3	certain
अनुज्ञापत्र	M2	certain
अनुताप	M2	certain
अनुतोषण	M2	certain
अनुत्क्रमण	F3	certain
अनुत्तेजना	F2	certain
अनुत्थान	M2	certain
अनुत्पत्ति	F4	certain
अनुत्पाद	M2	certain
अनुत्पादन	M2	certain
अनुत्साह	M2	certain
अनुदर्शन	M2	certain
अनुदान	M2	certain
अनुदेश	M2	certain
अनुद्धरण	M2	certain
अनुद्धार	M2	certain
अनुद्यम	M2	certain
अनुद्योग	M2	certain
अनुद्विग्नता	M1	certain
अनुद्वेग	M2	certain
अनुधावन	M2	certain
अनुनय	F3	certain
अनुनाद	M2	certain
अनुपकार	M2	certain
अनुपतन	M2	certain
अनुपपत्ति	F4	certain
अनुपमा	F2	certain
अनुपयुक्तता	M1	certain
अनुपयोगिता	F2	certain
अनुपयोगी	F1	certain
अनुपलब्धता	M1	certain
अनुपलब्धि	F4	certain
अनुपस्थिति	F4	certain
अनुपात	M2	certain
अनुपाती_प्रतिनिधित्व	M2	certain
अनुपान	M2	certain
अनुपालन	M2	certain
अनुपासन	M2	certain
अनुपुरुष	M2	certain
अनुपूरक	M2	certain
अनुपूरकप्रश्न	M2	certain
अनुप्रदान	M2	certain
अनुप्रवेश	M2	certain
अनुप्रश्न	M2	certain
अनुप्राणन	M2	certain
अनुप्रास	M2	certain
अनुबंध	M2	certain
अनुबंधन	M2	certain
अनुबंधपत्र	M2	certain
अनुबन्ध	M2	certain
अनुबोध	M2	certain
अनुभव	M2	certain
अनुभवपूर्णता	M1	certain
अनुभवयुक्तता	M1	certain
अनुभवहीनता	M1	certain
अनुभवोक्ति	F4	certain
अनुभाग	M2	certain
अनुभाव	M2	certain
अनुभाषण	M2	certain
अनुभूति	F4	certain
अनुभूतिवाद	M2	certain
अनुभोग	M2	certain
अनुमंडल	M2	certain
अनुमति	F4	certain
अनुमतिपत्र	M2	certain
अनुमतिहीनता	M1	certain
अनुमरण	M2	certain
अनुमान	M2	certain
अनुमानपत्र	M2	certain
अनुमानोक्ति	F4	certain
अनुमाप	M2	certain
अनुमापन	M2	certain
अनुमिति	F4	certain
अनुमोदन	M2	certain
अनुयाचक	M2	certain
अनुयाता	M1	certain
अनुयायन	F3	certain
अनुयायी	M3	certain
अनुरंजन	M2	certain
अनुरक्ति	F4	certain
अनुरक्षक	M2	certain
अनुरक्षण	F3	certain
अनुरति	F4	certain
अनुरन्जन	F3	certain
अनुराग	M2	certain
अनुराधा	F2	certain
अनुरूपक	F3	certain
अनुरोध	M2	certain
अनुलाप	M2	certain
अनुलाभ	M2	certain
अनुलिपि	F4	certain
